"","id","kjonn","alder","utdanning","relig_denom","aksept_homofili","aksept_abort","aksept_aktiv_dodshjelp","ant_barn"
"825","resp825","dame",1967,"lower secondary or second stage of basic education","ingen religion",5,5,5,2
"826","resp826","dame",1966,"first stage of tertiary education","protestant",9,9,9,0
"827","resp827","dame",1956,"first stage of tertiary education","protestant",8,8,3,3
"828","resp828","dame",1955,"first stage of tertiary education","protestant",10,8,2,2
"829","resp829","dame",1959,"first stage of tertiary education","ingen religion",10,10,8,1
"830","resp830","dame",1959,"first stage of tertiary education","protestant",10,8,7,3
"831","resp831","dame",1961,"first stage of tertiary education","protestant",10,9,7,3
"832","resp832","dame",1960,"first stage of tertiary education","protestant",10,10,10,2
"833","resp833","dame",1959,"first stage of tertiary education","protestant",10,8,5,3
"834","resp834","dame",1957,"first stage of tertiary education","ingen religion",10,10,5,3
"835","resp835","dame",1956,"first stage of tertiary education","ingen religion",10,10,3,0
"836","resp836","dame",1955,"lower secondary or second stage of basic education","ingen religion",10,10,7,2
"837","resp837","dame",1960,"first stage of tertiary education","protestant",10,5,6,4
"838","resp838","dame",1957,"first stage of tertiary education","protestant",3,3,7,2
"839","resp839","dame",1961,"(upper) secondary education","protestant",8,8,8,3
"840","resp840","dame",1955,"lower secondary or second stage of basic education","ingen religion",10,6,7,2
"841","resp841","dame",1955,"post-secondary non-tertiary education","protestant",10,5,8,2
"842","resp842","dame",1957,"(upper) secondary education","protestant",5,8,7,2
"843","resp843","dame",1961,"post-secondary non-tertiary education","protestant",10,5,8,2
"844","resp844","dame",1954,"first stage of tertiary education","ingen religion",10,10,10,0
"845","resp845","dame",1954,"(upper) secondary education","protestant",9,10,10,0
"846","resp846","dame",1962,"(upper) secondary education","ingen religion",5,5,1,1
"847","resp847","dame",1954,"first stage of tertiary education","protestant",10,10,8,1
"848","resp848","dame",1963,"first stage of tertiary education","ingen religion",10,10,2,2
"849","resp849","dame",1957,"post-secondary non-tertiary education","Other",10,8,1,2
"850","resp850","dame",1954,"lower secondary or second stage of basic education","protestant",5,5,5,0
"851","resp851","dame",1958,"first stage of tertiary education","protestant",10,8,6,0
"852","resp852","dame",1957,"first stage of tertiary education","protestant",10,6,1,2
"853","resp853","dame",1954,"post-secondary non-tertiary education","protestant",10,3,3,2
"854","resp854","dame",1955,"lower secondary or second stage of basic education","protestant",10,10,6,0
"855","resp855","dame",1959,"lower secondary or second stage of basic education","protestant",8,5,7,3
"856","resp856","dame",1963,"lower secondary or second stage of basic education","protestant",10,10,8,0
"857","resp857","dame",1957,"lower secondary or second stage of basic education","protestant",5,5,5,3
"858","resp858","dame",1958,"lower secondary or second stage of basic education","protestant",8,7,9,2
"859","resp859","dame",1955,"lower secondary or second stage of basic education","protestant",10,8,7,2
"860","resp860","dame",1959,"first stage of tertiary education","protestant",10,5,9,2
"861","resp861","dame",1957,"lower secondary or second stage of basic education","ingen religion",9,5,5,3
"862","resp862","dame",1954,"lower secondary or second stage of basic education","protestant",1,1,1,2
"863","resp863","dame",1954,"lower secondary or second stage of basic education","protestant",9,5,1,2
"864","resp864","dame",1963,"first stage of tertiary education","protestant",5,5,1,3
"865","resp865","dame",1955,"first stage of tertiary education","free church/ non-conformist/ evangelical",10,8,1,4
"866","resp866","dame",1960,"lower secondary or second stage of basic education","Other",1,1,1,4
"867","resp867","dame",1955,"first stage of tertiary education","protestant",10,10,1,2
"868","resp868","dame",1955,"lower secondary or second stage of basic education","ingen religion",1,1,1,2
"869","resp869","dame",1958,"first stage of tertiary education","protestant",10,10,5,3
"870","resp870","dame",1959,"lower secondary or second stage of basic education","ingen religion",10,10,10,2
"871","resp871","dame",1956,"(upper) secondary education","muslim",1,1,5,4
"872","resp872","dame",1957,"pre-primary education or none education","muslim",NA,NA,NA,5
"873","resp873","dame",1962,"first stage of tertiary education","free church/ non-conformist/ evangelical",5,5,7,1
"874","resp874","dame",1955,"(upper) secondary education","protestant",5,5,2,2
"875","resp875","dame",1961,"first stage of tertiary education","protestant",10,NA,6,1
"876","resp876","dame",1961,"post-secondary non-tertiary education","protestant",10,6,8,2
"877","resp877","dame",1954,"first stage of tertiary education","protestant",10,3,2,2
"878","resp878","dame",1958,"lower secondary or second stage of basic education","protestant",5,4,8,3
"879","resp879","dame",1955,"(upper) secondary education","protestant",5,8,6,2
"880","resp880","dame",1959,"first stage of tertiary education","protestant",7,5,5,3
"881","resp881","dame",1958,"first stage of tertiary education","ingen religion",10,7,3,1
"882","resp882","dame",1961,"first stage of tertiary education","ingen religion",10,3,2,0
"883","resp883","dame",1957,"post-secondary non-tertiary education","muslim",10,1,8,1
"884","resp884","dame",1955,"first stage of tertiary education","protestant",10,8,1,0
"885","resp885","dame",1957,"second stage of tertiary education","protestant",4,2,1,4
"886","resp886","dame",1956,"post-secondary non-tertiary education","ingen religion",10,10,10,3
"887","resp887","dame",1954,"lower secondary or second stage of basic education","protestant",10,8,6,2
"888","resp888","dame",1956,"(upper) secondary education","protestant",10,10,9,0
"889","resp889","dame",1956,"post-secondary non-tertiary education","ingen religion",10,8,3,2
"890","resp890","dame",1960,"(upper) secondary education","protestant",7,2,1,2
"891","resp891","dame",1958,"(upper) secondary education","protestant",10,2,2,5
"892","resp892","dame",1955,"lower secondary or second stage of basic education","protestant",3,5,7,4
"893","resp893","dame",1956,"(upper) secondary education","protestant",10,10,8,2
"894","resp894","dame",1961,"first stage of tertiary education","protestant",8,8,5,4
"895","resp895","dame",1954,"(upper) secondary education","protestant",9,9,2,0
"896","resp896","dame",1963,"first stage of tertiary education","protestant",10,5,5,2
"897","resp897","dame",1961,"first stage of tertiary education","protestant",4,4,3,3
"898","resp898","dame",1962,"lower secondary or second stage of basic education","roman catholic",10,8,8,3
"899","resp899","dame",1960,"post-secondary non-tertiary education","protestant",5,8,5,2
"900","resp900","dame",1956,"lower secondary or second stage of basic education","ingen religion",10,6,2,2
"901","resp901","dame",1961,"first stage of tertiary education","free church/ non-conformist/ evangelical",10,1,1,3
"902","resp902","dame",1955,"(upper) secondary education","roman catholic",5,10,7,4
"903","resp903","dame",1959,"first stage of tertiary education","ingen religion",10,5,4,2
"904","resp904","dame",1957,"(upper) secondary education","ingen religion",10,8,5,3
"905","resp905","dame",1955,"first stage of tertiary education","protestant",10,9,5,2
"906","resp906","dame",1961,"first stage of tertiary education","ingen religion",10,4,1,2
"907","resp907","dame",1958,"first stage of tertiary education","ingen religion",9,9,5,3
"908","resp908","dame",1958,"first stage of tertiary education","ingen religion",10,10,10,2
"909","resp909","dame",1963,"(upper) secondary education","protestant",10,7,1,3
"910","resp910","dame",1957,"first stage of tertiary education","protestant",10,10,1,2
"911","resp911","dame",1960,"first stage of tertiary education","ingen religion",10,10,1,3
"912","resp912","dame",1955,"first stage of tertiary education","protestant",10,10,5,1
"913","resp913","dame",1959,"lower secondary or second stage of basic education","protestant",5,5,8,0
"914","resp914","dame",1955,"lower secondary or second stage of basic education","protestant",NA,NA,2,3
"915","resp915","dame",1961,"lower secondary or second stage of basic education","protestant",10,9,5,2
"916","resp916","dame",1957,"lower secondary or second stage of basic education","protestant",10,7,8,2
"917","resp917","dame",1959,"first stage of tertiary education","protestant",10,8,7,2
"918","resp918","dame",1962,"(upper) secondary education","protestant",10,9,8,1
"919","resp919","dame",1955,"lower secondary or second stage of basic education","protestant",7,7,6,3
"920","resp920","dame",1958,"lower secondary or second stage of basic education","protestant",8,4,1,3
"921","resp921","dame",1959,"first stage of tertiary education","ingen religion",9,10,9,1
"922","resp922","dame",1957,"(upper) secondary education","protestant",10,5,7,2
"923","resp923","dame",1954,"lower secondary or second stage of basic education","ingen religion",10,10,8,2
"924","resp924","dame",1959,"first stage of tertiary education","protestant",10,5,1,4
"925","resp925","dame",1962,"lower secondary or second stage of basic education","protestant",10,5,5,3
"926","resp926","dame",1963,"(upper) secondary education","protestant",10,6,3,2
"927","resp927","dame",1960,"first stage of tertiary education","protestant",5,5,1,4
"928","resp928","dame",1956,"(upper) secondary education","Orthodox",1,7,10,2
"929","resp929","dame",1961,"first stage of tertiary education","protestant",5,8,8,3
"930","resp930","dame",1953,"first stage of tertiary education","ingen religion",1,1,1,3
"931","resp931","dame",1951,"first stage of tertiary education","protestant",4,5,5,1
"932","resp932","dame",1944,"post-secondary non-tertiary education","protestant",9,9,8,2
"933","resp933","dame",1948,"first stage of tertiary education","Other",1,3,8,0
"934","resp934","dame",1948,"first stage of tertiary education","protestant",1,1,1,2
"935","resp935","dame",1949,"post-secondary non-tertiary education","protestant",2,2,1,2
"936","resp936","dame",1946,"first stage of tertiary education","free church/ non-conformist/ evangelical",9,10,10,0
"937","resp937","dame",1944,"lower secondary or second stage of basic education","protestant",3,8,8,4
"938","resp938","dame",1949,"post-secondary non-tertiary education","protestant",10,7,2,2
"939","resp939","dame",1950,"first stage of tertiary education","protestant",10,9,8,2
"940","resp940","dame",1953,"lower secondary or second stage of basic education","ingen religion",10,5,5,2
"941","resp941","dame",1944,"post-secondary non-tertiary education","protestant",10,10,5,2
"942","resp942","dame",1944,"post-secondary non-tertiary education","protestant",7,6,7,0
"943","resp943","dame",1946,"(upper) secondary education","protestant",10,9,1,2
"944","resp944","dame",1945,"first stage of tertiary education","roman catholic",6,2,1,6
"945","resp945","dame",1946,"(upper) secondary education","protestant",10,10,2,0
"946","resp946","dame",1944,"first stage of tertiary education","Other",5,5,5,2
"947","resp947","dame",1950,"(upper) secondary education","protestant",5,5,2,0
"948","resp948","dame",1948,"lower secondary or second stage of basic education","protestant",8,3,4,1
"949","resp949","dame",1945,"first stage of tertiary education","protestant",10,3,7,2
"950","resp950","dame",1945,"post-secondary non-tertiary education","protestant",9,7,1,3
"951","resp951","dame",1950,"lower secondary or second stage of basic education","protestant",10,10,7,2
"952","resp952","dame",1951,"first stage of tertiary education","protestant",9,7,6,3
"953","resp953","dame",1945,"lower secondary or second stage of basic education","ingen religion",5,5,10,1
"954","resp954","dame",1947,"first stage of tertiary education","protestant",9,8,4,2
"955","resp955","dame",1945,"first stage of tertiary education","protestant",10,10,6,2
"956","resp956","dame",1948,"first stage of tertiary education","protestant",1,10,9,2
"957","resp957","dame",1953,"first stage of tertiary education","protestant",8,8,5,2
"958","resp958","dame",1948,"lower secondary or second stage of basic education","protestant",10,9,10,3
"959","resp959","dame",1952,"first stage of tertiary education","protestant",10,10,9,0
"960","resp960","dame",1950,"first stage of tertiary education","ingen religion",5,5,5,1
"961","resp961","dame",1949,"first stage of tertiary education","protestant",10,10,4,0
"962","resp962","dame",1946,"first stage of tertiary education","ingen religion",10,10,10,2
"963","resp963","dame",1949,"first stage of tertiary education","protestant",NA,8,7,1
"964","resp964","dame",1948,"first stage of tertiary education","protestant",NA,3,1,3
"965","resp965","dame",1951,"post-secondary non-tertiary education","protestant",9,8,7,2
"966","resp966","dame",1947,"first stage of tertiary education","protestant",10,7,4,2
"967","resp967","dame",1953,"lower secondary or second stage of basic education","protestant",1,1,1,2
"968","resp968","dame",1952,"lower secondary or second stage of basic education","protestant",10,10,10,2
"969","resp969","dame",1944,"lower secondary or second stage of basic education","protestant",10,10,10,1
"970","resp970","dame",1950,"first stage of tertiary education","protestant",10,5,2,4
"971","resp971","dame",1946,"first stage of tertiary education","protestant",6,7,5,3
"972","resp972","dame",1950,"first stage of tertiary education","protestant",5,3,2,2
"973","resp973","dame",1948,"first stage of tertiary education","ingen religion",10,10,10,3
"974","resp974","dame",1945,"lower secondary or second stage of basic education","protestant",5,8,7,3
"975","resp975","dame",1952,"(upper) secondary education","ingen religion",10,10,4,2
"976","resp976","dame",1947,"(upper) secondary education","protestant",5,8,3,2
"977","resp977","dame",1948,"lower secondary or second stage of basic education","protestant",1,1,6,4
"978","resp978","dame",1945,NA,"protestant",NA,NA,NA,0
"979","resp979","dame",1948,"lower secondary or second stage of basic education","protestant",10,10,7,2
"980","resp980","dame",1948,"lower secondary or second stage of basic education","ingen religion",9,7,6,2
"981","resp981","dame",1950,"lower secondary or second stage of basic education","protestant",8,5,5,3
"982","resp982","dame",1953,"first stage of tertiary education","protestant",10,10,9,3
"983","resp983","dame",1946,"first stage of tertiary education","protestant",8,9,7,2
"984","resp984","dame",1949,"(upper) secondary education","protestant",5,1,4,4
"985","resp985","dame",1946,"first stage of tertiary education","protestant",10,5,2,2
"986","resp986","dame",1947,"lower secondary or second stage of basic education","protestant",10,5,5,3
"987","resp987","dame",1953,"first stage of tertiary education","protestant",10,10,10,2
"988","resp988","dame",1953,"(upper) secondary education","protestant",10,10,3,2
"989","resp989","dame",1948,"first stage of tertiary education","protestant",8,7,2,2
"990","resp990","dame",1944,"lower secondary or second stage of basic education","protestant",2,3,4,4
"991","resp991","dame",1953,"first stage of tertiary education","protestant",10,7,8,2
"992","resp992","dame",1949,"lower secondary or second stage of basic education","ingen religion",1,1,1,3
"993","resp993","dame",1945,"lower secondary or second stage of basic education","protestant",10,5,9,4
"994","resp994","dame",1947,"lower secondary or second stage of basic education","protestant",10,5,7,1
"995","resp995","dame",1952,"second stage of tertiary education","Orthodox",10,9,9,0
"996","resp996","dame",1946,"first stage of tertiary education","ingen religion",10,10,8,3
"997","resp997","dame",1949,"lower secondary or second stage of basic education","protestant",3,1,8,2
"998","resp998","dame",1947,"first stage of tertiary education","protestant",5,3,8,3
"999","resp999","dame",1953,"post-secondary non-tertiary education","protestant",10,10,4,2
"1000","resp1000","dame",1948,"lower secondary or second stage of basic education","protestant",10,5,4,3
"1001","resp1001","dame",1945,"lower secondary or second stage of basic education","protestant",1,3,1,5
"1002","resp1002","dame",1953,"lower secondary or second stage of basic education","ingen religion",8,7,8,2
"1003","resp1003","dame",1953,"lower secondary or second stage of basic education","protestant",5,5,5,4
"1004","resp1004","dame",1948,"(upper) secondary education","protestant",10,10,10,3
"1005","resp1005","dame",1953,"(upper) secondary education","protestant",7,8,2,0
"1006","resp1006","dame",1947,"first stage of tertiary education","ingen religion",10,8,5,1
"1007","resp1007","dame",1953,"(upper) secondary education","protestant",10,10,3,2
"1008","resp1008","dame",1949,"first stage of tertiary education","protestant",4,5,3,3
"1009","resp1009","dame",1947,"(upper) secondary education","protestant",1,5,4,1
"1010","resp1010","dame",1943,"lower secondary or second stage of basic education","protestant",8,3,2,3
"1011","resp1011","dame",1937,"lower secondary or second stage of basic education","ingen religion",1,8,9,5
"1012","resp1012","dame",1940,"first stage of tertiary education","protestant",10,10,10,1
"1013","resp1013","dame",1940,"lower secondary or second stage of basic education","protestant",10,10,8,4
"1014","resp1014","dame",1938,"first stage of tertiary education","ingen religion",10,8,9,2
"1015","resp1015","dame",1940,"lower secondary or second stage of basic education","Other",4,2,1,8
"1016","resp1016","dame",1943,"first stage of tertiary education","ingen religion",7,4,7,2
"1017","resp1017","dame",1942,"(upper) secondary education","protestant",7,8,10,2
"1018","resp1018","dame",1942,"lower secondary or second stage of basic education","ingen religion",8,8,2,2
"1019","resp1019","dame",1942,"(upper) secondary education","protestant",4,4,4,1
"1020","resp1020","dame",1940,"lower secondary or second stage of basic education","protestant",10,8,9,2
"1021","resp1021","dame",1938,"(upper) secondary education","protestant",9,1,5,3
"1022","resp1022","dame",1940,"pre-primary education or none education","ingen religion",9,10,10,1
"1023","resp1023","dame",1938,"first stage of tertiary education","protestant",10,10,7,3
"1024","resp1024","dame",1940,"post-secondary non-tertiary education","protestant",5,7,4,4
"1025","resp1025","dame",1941,"lower secondary or second stage of basic education","protestant",10,8,9,0
"1026","resp1026","dame",1940,"lower secondary or second stage of basic education","protestant",1,5,2,3
"1027","resp1027","dame",1939,"lower secondary or second stage of basic education","protestant",9,5,5,2
"1028","resp1028","dame",1934,"lower secondary or second stage of basic education","protestant",7,1,9,4
"1029","resp1029","dame",1941,"first stage of tertiary education","protestant",7,5,1,0
"1030","resp1030","dame",1935,"(upper) secondary education","protestant",1,1,1,3
"1031","resp1031","dame",1936,"lower secondary or second stage of basic education","protestant",7,9,8,2
"1032","resp1032","dame",1934,"first stage of tertiary education","Other",1,1,1,3
"1033","resp1033","dame",1939,"lower secondary or second stage of basic education","free church/ non-conformist/ evangelical",5,5,5,2
"1034","resp1034","dame",1941,"lower secondary or second stage of basic education","free church/ non-conformist/ evangelical",8,5,5,4
"1035","resp1035","dame",1942,"first stage of tertiary education","protestant",5,1,1,2
"1036","resp1036","dame",1941,"first stage of tertiary education","protestant",7,7,8,3
"1037","resp1037","dame",1935,"(upper) secondary education","protestant",4,5,1,3
"1038","resp1038","dame",1934,"primary education or first stage of basic education","free church/ non-conformist/ evangelical",1,3,3,4
"1039","resp1039","dame",1940,"first stage of tertiary education","protestant",10,6,7,3
"1040","resp1040","dame",1936,"(upper) secondary education","protestant",7,1,1,3
"1041","resp1041","dame",1939,"(upper) secondary education","protestant",1,1,2,0
"1042","resp1042","dame",1934,"lower secondary or second stage of basic education","protestant",10,1,2,4
"1043","resp1043","dame",1943,"primary education or first stage of basic education","protestant",2,1,3,3
"1044","resp1044","dame",1942,"lower secondary or second stage of basic education","protestant",6,6,2,4
"1045","resp1045","dame",1942,"first stage of tertiary education","protestant",7,4,4,2
"1046","resp1046","dame",1937,"(upper) secondary education","protestant",9,1,5,3
"1047","resp1047","dame",1936,"first stage of tertiary education","protestant",1,1,1,2
"1048","resp1048","dame",1941,"lower secondary or second stage of basic education","roman catholic",8,5,8,1
"1049","resp1049","dame",1942,"(upper) secondary education","protestant",10,1,1,3
"1050","resp1050","dame",1937,"first stage of tertiary education","protestant",7,5,1,0
"1051","resp1051","dame",1941,"lower secondary or second stage of basic education","protestant",5,1,1,4
"1052","resp1052","dame",1941,"first stage of tertiary education","protestant",10,7,7,2
"1053","resp1053","dame",1937,"lower secondary or second stage of basic education","protestant",10,1,1,1
"1054","resp1054","dame",1943,"lower secondary or second stage of basic education","protestant",3,6,9,2
"1055","resp1055","dame",1942,"lower secondary or second stage of basic education","protestant",10,7,10,2
"1056","resp1056","dame",1939,"post-secondary non-tertiary education","protestant",5,5,1,2
"1057","resp1057","dame",1938,"post-secondary non-tertiary education","protestant",10,8,1,5
"1058","resp1058","dame",1940,"lower secondary or second stage of basic education","protestant",5,5,10,6
"1059","resp1059","dame",1938,"first stage of tertiary education","protestant",1,1,9,3
"1060","resp1060","dame",1934,"first stage of tertiary education","protestant",6,6,1,2
"1061","resp1061","dame",1940,"lower secondary or second stage of basic education","protestant",6,5,5,4
"1062","resp1062","dame",1943,"first stage of tertiary education","protestant",10,8,7,2
"1063","resp1063","dame",1937,"lower secondary or second stage of basic education","protestant",10,10,5,3
"1064","resp1064","dame",1936,"primary education or first stage of basic education","Other",1,1,1,4
"1065","resp1065","dame",1930,"lower secondary or second stage of basic education","protestant",10,7,10,3
"1066","resp1066","dame",1931,"post-secondary non-tertiary education","protestant",5,5,5,1
"1067","resp1067","dame",1932,"lower secondary or second stage of basic education","protestant",7,7,5,3
"1068","resp1068","dame",1930,"post-secondary non-tertiary education","protestant",8,8,9,4
"1069","resp1069","dame",1932,"post-secondary non-tertiary education","protestant",8,5,8,2
"1070","resp1070","dame",1929,"lower secondary or second stage of basic education","protestant",1,1,1,2
"1071","resp1071","dame",1932,"(upper) secondary education","protestant",5,4,2,5
"1072","resp1072","dame",1929,"first stage of tertiary education","protestant",10,1,1,0
"1073","resp1073","dame",1931,"(upper) secondary education","protestant",10,6,7,2
"1074","resp1074","dame",1933,"primary education or first stage of basic education","protestant",10,6,1,2
"1075","resp1075","dame",1933,"lower secondary or second stage of basic education","protestant",1,7,1,2
"1076","resp1076","dame",1932,"lower secondary or second stage of basic education","protestant",2,2,3,3
"1077","resp1077","dame",1933,"lower secondary or second stage of basic education","protestant",8,5,5,4
"1078","resp1078","dame",1933,"lower secondary or second stage of basic education","protestant",5,2,2,1
"1079","resp1079","dame",1932,"lower secondary or second stage of basic education","protestant",3,8,8,6
"1080","resp1080","dame",1933,"lower secondary or second stage of basic education","protestant",6,8,5,4
"1081","resp1081","dame",1933,"lower secondary or second stage of basic education","protestant",6,6,3,3
"1082","resp1082","dame",1930,"first stage of tertiary education","protestant",1,1,1,4
"1083","resp1083","dame",1932,"lower secondary or second stage of basic education","protestant",4,4,NA,3
"1084","resp1084","dame",1932,"primary education or first stage of basic education","protestant",1,8,5,1
"1085","resp1085","dame",1930,"primary education or first stage of basic education","protestant",7,7,3,2
"1086","resp1086","dame",1929,"lower secondary or second stage of basic education","protestant",6,1,10,7
"1087","resp1087","dame",1930,"(upper) secondary education","protestant",7,5,4,2
"1088","resp1088","dame",1932,"first stage of tertiary education","protestant",8,6,5,2
"1089","resp1089","dame",1929,"lower secondary or second stage of basic education","protestant",1,3,1,5
"1090","resp1090","dame",1929,"lower secondary or second stage of basic education","protestant",10,1,10,2
